# Pathway	42-51-1B_Coverage
PWY-5686: UMP biosynthesis I|unclassified	0.9949226286
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0.0063442265
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.0454854442
PWY-5686: UMP biosynthesis I|g__Blautia.s__Ruminococcus_torques	0.2143788317
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_wexlerae	0.4700740679
PWY-5686: UMP biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	0.6578160962
PWY-5686: UMP biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.5077034775
PWY-5686: UMP biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0111980709
PWY-5686: UMP biosynthesis I|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0.3933922080
PWY-5686: UMP biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.0783048215
PWY-5686: UMP biosynthesis I|g__Roseburia.s__Roseburia_faecis	0.5951239166
PWY-5686: UMP biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	0.1198067683
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_obeum	0.0000801380
PWY-7790: UMP biosynthesis II	0.9997485038
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0161205360
PWY-7790: UMP biosynthesis II|unclassified	0.9949226286
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0.0398172653
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	0.0454854442
PWY-7790: UMP biosynthesis II|g__Blautia.s__Ruminococcus_torques	0.2143788317
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_wexlerae	0.4700740679
PWY-7790: UMP biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	0.6578160962
PWY-7790: UMP biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.5077034775
PWY-7790: UMP biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0111980709
PWY-7790: UMP biosynthesis II|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0.3933922080
PWY-7790: UMP biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.0783048215
PWY-7790: UMP biosynthesis II|g__Roseburia.s__Roseburia_faecis	0.5951239166
PWY-7790: UMP biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	0.1198067683
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_obeum	0.0000801380
PWY-7791: UMP biosynthesis III	0.9997485038
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus	0.5177832651
PWY-7791: UMP biosynthesis III|unclassified	0.9949226286
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	0.0542320140
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	0.0454854442
PWY-7791: UMP biosynthesis III|g__Blautia.s__Ruminococcus_torques	0.2143788317
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_wexlerae	0.4700740679
PWY-7791: UMP biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	0.6578160962
PWY-7791: UMP biosynthesis III|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.5077034775
PWY-7791: UMP biosynthesis III|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0111980709
PWY-7791: UMP biosynthesis III|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0.3933922080
PWY-7791: UMP biosynthesis III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.0783048215
PWY-7791: UMP biosynthesis III|g__Roseburia.s__Roseburia_faecis	0.5951239166
PWY-7791: UMP biosynthesis III|g__Hungatella.s__Hungatella_hathewayi	0.1198067683
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_obeum	0.0000801380
PWY-3841: folate transformations II (plants)	0.9999963684
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_vulgatus	0.0804529020
PWY-3841: folate transformations II (plants)|unclassified	0.9997420828
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_uniformis	0.2712825602
PWY-3841: folate transformations II (plants)|g__Bacteroides.s__Bacteroides_ovatus	0.0006073389
PWY-3841: folate transformations II (plants)|g__Blautia.s__Blautia_wexlerae	0.0174770898
PWY-3841: folate transformations II (plants)|g__Blautia.s__Ruminococcus_torques	0.0000000001
PWY-3841: folate transformations II (plants)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.0643886442
PWY-3841: folate transformations II (plants)|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0.4584625054
PWY-3841: folate transformations II (plants)|g__Hungatella.s__Hungatella_hathewayi	0.5153304737
PWY-6700: queuosine biosynthesis I (de novo)	0.9999999842
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_vulgatus	0.8537311750
PWY-6700: queuosine biosynthesis I (de novo)|unclassified	0.9998932112
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_ovatus	0.1425636505
PWY-6700: queuosine biosynthesis I (de novo)|g__Bacteroides.s__Bacteroides_uniformis	0.3367778419
PWY-6700: queuosine biosynthesis I (de novo)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0.3635438247
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Ruminococcus_torques	0.0054574040
PWY-6700: queuosine biosynthesis I (de novo)|g__Eubacterium.s__Eubacterium_eligens	0.7241071370
PWY-6700: queuosine biosynthesis I (de novo)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.2407199312
PWY-6700: queuosine biosynthesis I (de novo)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	0.2381536340
PWY-6700: queuosine biosynthesis I (de novo)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0037223563
PWY-6700: queuosine biosynthesis I (de novo)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.1708030556
PWY-6700: queuosine biosynthesis I (de novo)|g__Hungatella.s__Hungatella_hathewayi	0.4117422507
PWY-6700: queuosine biosynthesis I (de novo)|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0.0736313360
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Blautia_wexlerae	0.0000865770
PWY-6700: queuosine biosynthesis I (de novo)|g__Parasutterella.s__Parasutterella_excrementihominis	0.5903313104
PWY-6700: queuosine biosynthesis I (de novo)|g__Roseburia.s__Roseburia_faecis	0.1871145164
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Blautia_obeum	0.0000405465
PWY-6700: queuosine biosynthesis I (de novo)|g__Gemmiger.s__Gemmiger_formicilis	0.2880883434
PWY-6700: queuosine biosynthesis I (de novo)|g__Blautia.s__Blautia_sp	0.0601463766
PWY-6700: queuosine biosynthesis I (de novo)|g__Hungatella.s__Hungatella_effluvii	0.0846935172
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	0.8912900968
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.9995523621
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0.1699680012
1CMET2-PWY: folate transformations III (E. coli)	0.9999762112
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	0.0812589850
1CMET2-PWY: folate transformations III (E. coli)|unclassified	0.3498803796
1CMET2-PWY: folate transformations III (E. coli)|g__Blautia.s__Ruminococcus_torques	0.0000000001
1CMET2-PWY: folate transformations III (E. coli)|g__Blautia.s__Blautia_wexlerae	0.0025213929
1CMET2-PWY: folate transformations III (E. coli)|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0.1909573933
1CMET2-PWY: folate transformations III (E. coli)|g__Hungatella.s__Hungatella_hathewayi	0.0001369039
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.9999999874
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.0141085227
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	0.0000000011
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0.0000084688
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	0.1215866980
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	0.0233214795
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.1636103231
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hungatella.s__Hungatella_hathewayi	0.5960587169
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis	0.8956700161
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_symbiosum	0.0915313641
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hungatella.s__Hungatella_effluvii	0.2785058525
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.9999983089
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_vulgatus	0.4584553886
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_uniformis	0.2709869814
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Bacteroides.s__Bacteroides_ovatus	0.0019893456
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	0.1451890998
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Ruminococcus_torques	0.6608357976
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.4203891763
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_wexlerae	0.3818972328
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0.0742148917
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_eligens	0.3246791476
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_obeum	0.2239153761
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.0994019683
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	0.3738066450
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Hungatella.s__Hungatella_hathewayi	0.3706370164
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.0201315577
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnoclostridium.s__Clostridium_symbiosum	0.5417011569
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	0.0115391224
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Roseburia.s__Roseburia_faecis	0.3774171335
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Blautia_sp	0.4429344333
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parasutterella.s__Parasutterella_excrementihominis	0.1791653521
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0.5235790831
PWY-6151: S-adenosyl-L-methionine salvage I	0.9999997063
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_vulgatus	0.0049478170
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bacteroides.s__Bacteroides_uniformis	0.4434211887
PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	0.0000180186
PWY-6151: S-adenosyl-L-methionine salvage I|g__Blautia.s__Ruminococcus_torques	0.1704816850
PWY-6151: S-adenosyl-L-methionine salvage I|g__Eubacterium.s__Eubacterium_eligens	0.8615732114
