# Pathway	36-40-1B_Abundance
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens	16.7513070873
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	13.0687808438
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	11.9391505101
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Erysipelatoclostridium.s__Clostridium_innocuum	5.4778466413
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus	4.8352596131
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Coprococcus.s__Coprococcus_catus	4.5219722157
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Hungatella.s__Hungatella_hathewayi	4.2015170543
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp_CAG_52	4.1909909715
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.9732552802
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0.4919381873
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1940.9706370200
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	440.7115994762
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	256.7546166598
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	156.4091748065
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	72.6835283078
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	72.6124986109
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_bicirculans	37.5347891742
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis	17.6748622441
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_clostridioforme	17.1666406096
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta	11.4801294247
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hungatella.s__Hungatella_hathewayi	9.9828264205
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	9.2676711519
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	4.1700043205
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	1923.4902047444
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	565.1041266492
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	239.2908118342
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	26.4579424917
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	12.7083292631
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus	7.4291264762
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	5.9889329914
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	1916.1556468387
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_vulgatus	685.0683084658
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified	232.7519836366
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_ovatus	199.0618476275
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_wexlerae	99.2819289109
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Ruminococcus_torques	85.4420786040
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_obeum	85.2579899898
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_uniformis	75.3671108200
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_sp	42.5936123139
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Ruminococcus.s__Ruminococcus_bicirculans	18.2404588674
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_clostridioforme	15.5279527460
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eubacterium.s__Eubacterium_hallii	15.2628069965
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eubacterium.s__Eubacterium_eligens	11.1559826901
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eggerthella.s__Eggerthella_lenta	11.0887059738
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Parabacteroides.s__Parabacteroides_merdae	7.2721142248
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Hungatella.s__Hungatella_hathewayi	4.3868361347
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.5811657400
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_aldenense	0.9155937706
PWY-6609: adenine and adenosine salvage III	1913.8432372542
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_vulgatus	520.0135135704
PWY-6609: adenine and adenosine salvage III|unclassified	318.6672297502
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_ovatus	138.7143314959
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_uniformis	99.0483477801
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	81.7586411040
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Ruminococcus_torques	74.4706161192
PWY-6609: adenine and adenosine salvage III|g__Dialister.s__Dialister_invisus	62.1883776606
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Blautia_wexlerae	46.5514301408
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	45.8739103209
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Blautia_sp	35.1758340677
PWY-6609: adenine and adenosine salvage III|g__Ruminococcus.s__Ruminococcus_bicirculans	32.2333960987
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	23.8991445008
PWY-6609: adenine and adenosine salvage III|g__Lachnoclostridium.s__Clostridium_clostridioforme	21.9872132911
PWY-6609: adenine and adenosine salvage III|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	13.9694836862
PWY-6609: adenine and adenosine salvage III|g__Eubacterium.s__Eubacterium_eligens	13.9547512387
PWY-6609: adenine and adenosine salvage III|g__Gemmiger.s__Gemmiger_formicilis	11.5861821121
PWY-6609: adenine and adenosine salvage III|g__Hungatella.s__Hungatella_hathewayi	11.1410330752
PWY-6609: adenine and adenosine salvage III|g__Oscillibacter.s__Oscillibacter_sp_57_20	9.9323586372
PWY-6609: adenine and adenosine salvage III|g__Parabacteroides.s__Parabacteroides_merdae	8.2422377571
PWY-6609: adenine and adenosine salvage III|g__Erysipelatoclostridium.s__Clostridium_innocuum	7.8351299018
PWY-6609: adenine and adenosine salvage III|g__Coprococcus.s__Coprococcus_catus	7.6782477693
PWY-6609: adenine and adenosine salvage III|g__Eggerthella.s__Eggerthella_lenta	7.5002468261
PWY-6609: adenine and adenosine salvage III|g__Anaerostipes.s__Anaerostipes_hadrus	6.3598257211
PWY-6609: adenine and adenosine salvage III|g__Blautia.s__Blautia_obeum	5.1988079031
PWY-6609: adenine and adenosine salvage III|g__Asaccharobacter.s__Asaccharobacter_celatus	3.5200528286
PWY-5686: UMP biosynthesis I	1906.1525110019
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	468.8162469993
PWY-5686: UMP biosynthesis I|unclassified	300.0134544544
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	202.4884395261
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_wexlerae	126.6259693186
PWY-5686: UMP biosynthesis I|g__Blautia.s__Ruminococcus_torques	91.5924040617
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	90.6276872091
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_sp	53.6115072354
PWY-5686: UMP biosynthesis I|g__Dialister.s__Dialister_invisus	52.2789680096
PWY-5686: UMP biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	42.2156220718
PWY-5686: UMP biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	26.4412491941
PWY-5686: UMP biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	23.7092622865
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_obeum	18.3609452198
PWY-5686: UMP biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	18.1859579820
PWY-5686: UMP biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	14.2185182574
PWY-5686: UMP biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	8.5622756992
PWY-5686: UMP biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	6.6161863135
PWY-5686: UMP biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	6.6113965928
PWY-5686: UMP biosynthesis I|g__Oscillibacter.s__Oscillibacter_sp_57_20	5.5099000382
PWY-5686: UMP biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	4.7963278246
PWY-5686: UMP biosynthesis I|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	4.2113085562
PWY-5686: UMP biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	3.4931479352
PWY-7790: UMP biosynthesis II	1906.1525110019
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	468.8162469993
PWY-7790: UMP biosynthesis II|unclassified	300.0134544544
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	205.1519012103
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_wexlerae	126.6259693186
PWY-7790: UMP biosynthesis II|g__Blautia.s__Ruminococcus_torques	91.5924040617
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	90.6276872091
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_sp	53.6115072354
PWY-7790: UMP biosynthesis II|g__Dialister.s__Dialister_invisus	52.2789680096
PWY-7790: UMP biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	42.2156220718
PWY-7790: UMP biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	26.4412491941
PWY-7790: UMP biosynthesis II|g__Ruminococcus.s__Ruminococcus_bicirculans	23.7092622865
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_obeum	18.3609452198
PWY-7790: UMP biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	18.1859579820
PWY-7790: UMP biosynthesis II|g__Gemmiger.s__Gemmiger_formicilis	14.2185182574
PWY-7790: UMP biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	8.5622756992
PWY-7790: UMP biosynthesis II|g__Parabacteroides.s__Parabacteroides_merdae	6.6161863135
PWY-7790: UMP biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	6.6113965928
PWY-7790: UMP biosynthesis II|g__Oscillibacter.s__Oscillibacter_sp_57_20	5.5099000382
PWY-7790: UMP biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	4.7963278246
PWY-7790: UMP biosynthesis II|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	4.2113085562
PWY-7790: UMP biosynthesis II|g__Asaccharobacter.s__Asaccharobacter_celatus	3.4931479352
PWY-7791: UMP biosynthesis III	1906.1525110019
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus	493.8902616767
PWY-7791: UMP biosynthesis III|unclassified	300.0134544544
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	208.3991646959
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_wexlerae	126.6259693186
PWY-7791: UMP biosynthesis III|g__Blautia.s__Ruminococcus_torques	91.5924040617
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	90.6276872091
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_sp	53.6115072354
PWY-7791: UMP biosynthesis III|g__Dialister.s__Dialister_invisus	52.2789680096
PWY-7791: UMP biosynthesis III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	42.2156220718
PWY-7791: UMP biosynthesis III|g__Lachnoclostridium.s__Clostridium_clostridioforme	26.4412491941
PWY-7791: UMP biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	23.7092622865
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_obeum	18.3609452198
PWY-7791: UMP biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	18.1859579820
PWY-7791: UMP biosynthesis III|g__Gemmiger.s__Gemmiger_formicilis	14.2185182574
PWY-7791: UMP biosynthesis III|g__Eggerthella.s__Eggerthella_lenta	8.5622756992
PWY-7791: UMP biosynthesis III|g__Parabacteroides.s__Parabacteroides_merdae	8.4198671609
PWY-7791: UMP biosynthesis III|g__Hungatella.s__Hungatella_hathewayi	6.6113965928
PWY-7791: UMP biosynthesis III|g__Oscillibacter.s__Oscillibacter_sp_57_20	5.5099000382
PWY-7791: UMP biosynthesis III|g__Bilophila.s__Bilophila_wadsworthia	4.7963278246
PWY-7791: UMP biosynthesis III|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	4.2113085562
PWY-7791: UMP biosynthesis III|g__Asaccharobacter.s__Asaccharobacter_celatus	3.4931479352
PWY-5695: inosine 5'-phosphate degradation	1901.8679285320
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	542.7064799631
PWY-5695: inosine 5'-phosphate degradation|unclassified	278.0048859312
