# Pathway	31-8B_Abundance
UNINTEGRATED|g__Roseburia.s__Roseburia_sp_CAG_182	3318.0092617210
UNINTEGRATED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	3123.4827606612
UNINTEGRATED|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	2794.1277169525
UNINTEGRATED|g__Intestinibacter.s__Intestinibacter_bartlettii	2131.4886470250
UNINTEGRATED|g__Absiella.s__Absiella_dolichum	1816.6674980239
UNINTEGRATED|g__Blautia.s__Blautia_sp_CAG_257	1169.9606149402
UNINTEGRATED|g__Streptococcus.s__Streptococcus_parasanguinis	423.4638779800
PWY-7238: sucrose biosynthesis II	3271.8849099489
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_obeum	477.5625803194
PWY-7238: sucrose biosynthesis II|g__Dorea.s__Dorea_longicatena	390.5279609952
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Ruminococcus_torques	298.5113731179
PWY-7238: sucrose biosynthesis II|unclassified	294.7902644191
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_wexlerae	291.6028667197
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	231.4424552455
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_hallii	170.1184591100
PWY-7238: sucrose biosynthesis II|g__Gemmiger.s__Gemmiger_formicilis	156.1593822522
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_sp	149.9951295991
PWY-7238: sucrose biosynthesis II|g__Anaerostipes.s__Anaerostipes_hadrus	98.3341658645
PWY-7238: sucrose biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	53.8359308190
PWY-7238: sucrose biosynthesis II|g__Ruminococcus.s__Ruminococcus_bicirculans	48.0182385079
PWY-7238: sucrose biosynthesis II|g__Roseburia.s__Roseburia_faecis	44.8810182906
PWY-7238: sucrose biosynthesis II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	40.7862382338
PWY-7238: sucrose biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	34.1366903155
PWY-7238: sucrose biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	31.7703263431
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	29.7507029886
PWY-7238: sucrose biosynthesis II|g__Blautia.s__Blautia_sp_CAG_52	21.6427191544
PWY-7238: sucrose biosynthesis II|g__Clostridium.s__Clostridium_sp_44_14	18.8373397628
PWY-7238: sucrose biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	18.4045314353
PWY-7238: sucrose biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	17.9517816617
PWY-7238: sucrose biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	16.3068898368
PWY-7238: sucrose biosynthesis II|g__Coprococcus.s__Coprococcus_catus	15.5114549574
PWY-7238: sucrose biosynthesis II|g__Agathobaculum.s__Agathobaculum_butyriciproducens	14.1356985322
PWY-7238: sucrose biosynthesis II|g__Eubacterium.s__Eubacterium_sp_CAG_115	8.1768423497
PWY-7238: sucrose biosynthesis II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	7.8434247636
PWY-7238: sucrose biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	6.8703936148
PWY-7238: sucrose biosynthesis II|g__Intestinibacter.s__Intestinibacter_bartlettii	5.3449100633
PWY-7238: sucrose biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_124	4.3450731848
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	2989.5442996677
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified	455.1474673682
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Dorea.s__Dorea_longicatena	406.5540747442
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_obeum	307.2183729346
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_wexlerae	297.7273092881
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_torques	249.0962010226
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Gemmiger.s__Gemmiger_formicilis	134.8034471731
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp	130.9402130559
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Anaerostipes.s__Anaerostipes_hadrus	124.2338714580
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_hallii	119.8783826070
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_ovatus	48.8608484427
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	46.0628654022
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	43.6384730044
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Ruminococcus.s__Ruminococcus_bicirculans	40.8314921271
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_faecis	31.2782263230
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Lachnoclostridium.s__Clostridium_clostridioforme	30.4886005528
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_eligens	22.1495029641
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	17.8505056014
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Coprococcus.s__Coprococcus_catus	16.1895537695
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Ruminococcus_gnavus	14.9997728301
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	14.4111350386
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	14.3977562551
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Blautia.s__Blautia_sp_CAG_52	12.5596085204
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Erysipelatoclostridium.s__Clostridium_innocuum	11.5701599623
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	11.2405374094
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Agathobaculum.s__Agathobaculum_butyriciproducens	10.9912099029
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Monoglobus.s__Monoglobus_pectinilyticus	10.4326248862
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Eubacterium.s__Eubacterium_sp_CAG_115	10.0851037136
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	4.7396750062
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	2.3752577573
PWY-5941: glycogen degradation II	2776.8909440741
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_obeum	367.1382688207
PWY-5941: glycogen degradation II|g__Dorea.s__Dorea_longicatena	346.4672839552
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_wexlerae	297.2881883577
PWY-5941: glycogen degradation II|unclassified	210.4145762752
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp	171.6397375038
PWY-5941: glycogen degradation II|g__Blautia.s__Ruminococcus_torques	144.1594192666
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_hallii	142.5032079361
PWY-5941: glycogen degradation II|g__Anaerostipes.s__Anaerostipes_hadrus	98.8081896843
PWY-5941: glycogen degradation II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	49.5003196102
PWY-5941: glycogen degradation II|g__Roseburia.s__Roseburia_faecis	40.1153633314
PWY-5941: glycogen degradation II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	36.3405940530
PWY-5941: glycogen degradation II|g__Eubacterium.s__Eubacterium_eligens	27.8190853453
PWY-5941: glycogen degradation II|g__Lachnoclostridium.s__Clostridium_clostridioforme	16.2311252009
PWY-5941: glycogen degradation II|g__Blautia.s__Blautia_sp_CAG_52	15.8911897749
PWY-5941: glycogen degradation II|g__Agathobaculum.s__Agathobaculum_butyriciproducens	14.6678542714
PWY-5941: glycogen degradation II|g__Coprococcus.s__Coprococcus_catus	14.1763038942
PWY-5941: glycogen degradation II|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	9.0516778675
PWY-1042: glycolysis IV	2618.6805688390
PWY-1042: glycolysis IV|unclassified	293.5418528677
PWY-1042: glycolysis IV|g__Dorea.s__Dorea_longicatena	219.0095647397
PWY-1042: glycolysis IV|g__Blautia.s__Blautia_sp	159.8766644673
PWY-1042: glycolysis IV|g__Blautia.s__Ruminococcus_torques	156.2295333639
PWY-1042: glycolysis IV|g__Anaerostipes.s__Anaerostipes_hadrus	123.9193687949
PWY-1042: glycolysis IV|g__Blautia.s__Blautia_wexlerae	102.7226352152
PWY-1042: glycolysis IV|g__Eubacterium.s__Eubacterium_hallii	84.5922548055
PWY-1042: glycolysis IV|g__Bacteroides.s__Bacteroides_vulgatus	50.6082778730
PWY-1042: glycolysis IV|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	39.2346132032
PWY-1042: glycolysis IV|g__Roseburia.s__Roseburia_faecis	31.3138004992
PWY-1042: glycolysis IV|g__Ruminococcus.s__Ruminococcus_bicirculans	30.5318457790
PWY-1042: glycolysis IV|g__Coprococcus.s__Coprococcus_catus	28.2730527786
PWY-1042: glycolysis IV|g__Eggerthella.s__Eggerthella_lenta	21.4251663028
PWY-1042: glycolysis IV|g__Eubacterium.s__Eubacterium_eligens	18.4490831297
PWY-1042: glycolysis IV|g__Lachnoclostridium.s__Clostridium_clostridioforme	16.4763691792
PWY-1042: glycolysis IV|g__Agathobaculum.s__Agathobaculum_butyriciproducens	15.5081724905
PWY-1042: glycolysis IV|g__Hungatella.s__Hungatella_hathewayi	9.0523001134
PWY-7221: guanosine ribonucleotides de novo biosynthesis	2478.6301874330
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_wexlerae	338.0506184785
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	287.8299853029
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	203.0882440083
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	187.4891715790
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	160.2701478367
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dialister.s__Dialister_invisus	131.7199424691
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_sp	85.3397398406
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	78.1609839997
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	62.5031804210
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	43.8928685042
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	42.6844495218
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eggerthella.s__Eggerthella_lenta	35.1465071243
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	29.7922858761
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28.4718986751
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens	22.6997249836
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	19.8510338068
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii	19.1504897555
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Hungatella.s__Hungatella_hathewayi	13.3861872028
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_catus	13.2368939170
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_faecis	10.2690027801
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	9.4187121262
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	9.3807521645
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	8.7756363520
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_obeum	8.6940425768
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Agathobaculum.s__Agathobaculum_butyriciproducens	8.4890996119
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	2445.7452539340
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	358.6714778357
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	301.8390722528
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_obeum	291.1327146428
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_wexlerae	197.5510413490
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	174.5167739721
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Dorea.s__Dorea_longicatena	160.6679726941
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Ruminococcus_torques	133.7843646814
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Gemmiger.s__Gemmiger_formicilis	119.5504982232
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Eubacterium.s__Eubacterium_hallii	92.9456057292
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	81.4025383025
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Alistipes.s__Alistipes_finegoldii	69.3252423287
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	63.7889715107
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	55.5766853400
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	50.6755856231
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	29.5624748885
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Eubacterium.s__Eubacterium_eligens	25.5339504956
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Roseburia.s__Roseburia_faecis	22.1123843841
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	19.3220828109
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	18.7504340258
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Coprococcus.s__Coprococcus_catus	18.0516499135
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	12.0914551836
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Blautia.s__Blautia_sp	10.4826407293
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Clostridium.s__Clostridium_sp_44_14	7.3848717685
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Absiella.s__Absiella_dolichum	3.0827039702
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	2404.2566268690
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	496.5663322859
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	207.8464736427
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Ruminococcus_torques	173.6451676301
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_sp	123.7470455560
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Gemmiger.s__Gemmiger_formicilis	121.6084070258
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_wexlerae	121.2723411584
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	83.1379844027
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	81.0638887412
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eubacterium.s__Eubacterium_hallii	71.1436438203
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Blautia.s__Blautia_obeum	54.8204967220
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	33.3430236235
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	29.1190380613
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eggerthella.s__Eggerthella_lenta	27.9440597694
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eubacterium.s__Eubacterium_eligens	20.2980181288
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	18.2090078617
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	14.7489818731
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	14.0786654490
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Dorea.s__Dorea_longicatena	6.7510423244
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	3.9087907633
VALSYN-PWY: L-valine biosynthesis	2393.0253901971
VALSYN-PWY: L-valine biosynthesis|unclassified	521.2103143599
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_obeum	244.6730942442
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_wexlerae	205.4201864576
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	197.6524211164
VALSYN-PWY: L-valine biosynthesis|g__Dorea.s__Dorea_longicatena	184.5628081816
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Ruminococcus_torques	177.4221671479
VALSYN-PWY: L-valine biosynthesis|g__Gemmiger.s__Gemmiger_formicilis	130.3291603372
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_sp	128.3957958046
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	96.5886582947
VALSYN-PWY: L-valine biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	89.2700962374
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_hallii	81.4144148549
VALSYN-PWY: L-valine biosynthesis|g__Ruminococcus.s__Ruminococcus_bicirculans	39.0657970834
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	30.0261464567
VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_faecis	28.9394090190
VALSYN-PWY: L-valine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	28.7556266039
VALSYN-PWY: L-valine biosynthesis|g__Eggerthella.s__Eggerthella_lenta	25.1965182518
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_eligens	24.7948871074
VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	21.5418300481
VALSYN-PWY: L-valine biosynthesis|g__Hungatella.s__Hungatella_hathewayi	20.6014102628
VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	19.9822157415
VALSYN-PWY: L-valine biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	19.0813065360
VALSYN-PWY: L-valine biosynthesis|g__Coprococcus.s__Coprococcus_catus	17.6568371859
VALSYN-PWY: L-valine biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	17.2968596634
VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_sp_CAG_52	16.1068757788
VALSYN-PWY: L-valine biosynthesis|g__Agathobaculum.s__Agathobaculum_butyriciproducens	12.6794091178
VALSYN-PWY: L-valine biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	12.6333404631
VALSYN-PWY: L-valine biosynthesis|g__Clostridium.s__Clostridium_sp_44_14	9.4217170413
VALSYN-PWY: L-valine biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	8.4105035313
VALSYN-PWY: L-valine biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	7.9616291122
VALSYN-PWY: L-valine biosynthesis|g__Monoglobus.s__Monoglobus_pectinilyticus	5.5620318979
VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_sp_CAG_115	5.4918192454
VALSYN-PWY: L-valine biosynthesis|g__Erysipelatoclostridium.s__Clostridium_innocuum	4.9405371903
VALSYN-PWY: L-valine biosynthesis|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0.9562007143
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	2363.7878072038
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	459.9057073195
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_uniformis	194.0641525864
