# Pathway	36-40-1B_Coverage
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|unclassified	0.0000001157
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_ovatus	0.0020447990
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_wexlerae	0.0000012101
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_obeum	0.0288333856
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Ruminococcus_torques	0.8994731669
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Bacteroides.s__Bacteroides_uniformis	0.0115442873
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Blautia.s__Blautia_sp	0.5146452158
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Ruminococcus.s__Ruminococcus_bicirculans	0.0359219912
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.0867025341
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eubacterium.s__Eubacterium_hallii	0.0222722542
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eubacterium.s__Eubacterium_eligens	0.4274431879
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Eggerthella.s__Eggerthella_lenta	0.7572966443
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Parabacteroides.s__Parabacteroides_merdae	0.3241086532
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Hungatella.s__Hungatella_hathewayi	0.1494405956
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Parasutterella.s__Parasutterella_excrementihominis	0.3989019305
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000365161
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0.0706279758
PWY66-429: fatty acid biosynthesis initiation (mitochondria)|g__Lachnoclostridium.s__Clostridium_aldenense	0.5575682646
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	1.0000000000
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus	0.0000000011
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0.3165754355
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	0.0000002743
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis	0.0000000000
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques	0.0000000783
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_bicirculans	0.9748302603
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis	0.9999647569
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.0001165555
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta	0.5889231893
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus	0.5745148320
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hungatella.s__Hungatella_hathewayi	0.2076008091
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139	0.1272349114
PWY-5686: UMP biosynthesis I	1.0000000000
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.0000208956
PWY-5686: UMP biosynthesis I|unclassified	0.0001443912
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0.0092240400
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_wexlerae	0.0009027099
PWY-5686: UMP biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis	0.0001688230
PWY-5686: UMP biosynthesis I|g__Blautia.s__Ruminococcus_torques	0.0104276416
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_sp	0.6177253270
PWY-5686: UMP biosynthesis I|g__Dialister.s__Dialister_invisus	0.1098907534
PWY-5686: UMP biosynthesis I|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.5514057313
PWY-5686: UMP biosynthesis I|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.7006116528
PWY-5686: UMP biosynthesis I|g__Ruminococcus.s__Ruminococcus_bicirculans	0.1819264126
PWY-5686: UMP biosynthesis I|g__Eubacterium.s__Eubacterium_eligens	0.3419029462
PWY-5686: UMP biosynthesis I|g__Blautia.s__Blautia_obeum	0.0000000000
PWY-5686: UMP biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis	0.2358127803
PWY-5686: UMP biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	0.1648865005
PWY-5686: UMP biosynthesis I|g__Hungatella.s__Hungatella_hathewayi	0.2787893349
PWY-5686: UMP biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae	0.3164584383
PWY-5686: UMP biosynthesis I|g__Oscillibacter.s__Oscillibacter_sp_57_20	0.0834889191
PWY-5686: UMP biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	0.1083689441
PWY-5686: UMP biosynthesis I|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.3791735828
PWY-5686: UMP biosynthesis I|g__Asaccharobacter.s__Asaccharobacter_celatus	0.0048664346
PWY-7790: UMP biosynthesis II	1.0000000000
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	0.0000208956
PWY-7790: UMP biosynthesis II|unclassified	0.0001443912
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	0.0353974901
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_wexlerae	0.0009027099
PWY-7790: UMP biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	0.0001688230
PWY-7790: UMP biosynthesis II|g__Blautia.s__Ruminococcus_torques	0.0104276416
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_sp	0.6177253270
PWY-7790: UMP biosynthesis II|g__Dialister.s__Dialister_invisus	0.1098907534
PWY-7790: UMP biosynthesis II|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.5514057313
PWY-7790: UMP biosynthesis II|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.5933381097
PWY-7790: UMP biosynthesis II|g__Ruminococcus.s__Ruminococcus_bicirculans	0.1819264126
PWY-7790: UMP biosynthesis II|g__Eubacterium.s__Eubacterium_eligens	0.3419029462
PWY-7790: UMP biosynthesis II|g__Blautia.s__Blautia_obeum	0.0000000000
PWY-7790: UMP biosynthesis II|g__Gemmiger.s__Gemmiger_formicilis	0.2358127803
PWY-7790: UMP biosynthesis II|g__Eggerthella.s__Eggerthella_lenta	0.1648865005
PWY-7790: UMP biosynthesis II|g__Hungatella.s__Hungatella_hathewayi	0.2787893349
PWY-7790: UMP biosynthesis II|g__Parabacteroides.s__Parabacteroides_merdae	0.3164584383
PWY-7790: UMP biosynthesis II|g__Oscillibacter.s__Oscillibacter_sp_57_20	0.0834889191
PWY-7790: UMP biosynthesis II|g__Bilophila.s__Bilophila_wadsworthia	0.1083689441
PWY-7790: UMP biosynthesis II|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.3791735828
PWY-7790: UMP biosynthesis II|g__Asaccharobacter.s__Asaccharobacter_celatus	0.0048664346
PWY-7791: UMP biosynthesis III	1.0000000000
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_vulgatus	0.0249437462
PWY-7791: UMP biosynthesis III|unclassified	0.0001443912
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus	0.0535509806
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_wexlerae	0.0009027099
PWY-7791: UMP biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis	0.0001688230
PWY-7791: UMP biosynthesis III|g__Blautia.s__Ruminococcus_torques	0.0104276416
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_sp	0.6177253270
PWY-7791: UMP biosynthesis III|g__Dialister.s__Dialister_invisus	0.1098907534
PWY-7791: UMP biosynthesis III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_103	0.5514057313
PWY-7791: UMP biosynthesis III|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.5933381097
PWY-7791: UMP biosynthesis III|g__Ruminococcus.s__Ruminococcus_bicirculans	0.1819264126
PWY-7791: UMP biosynthesis III|g__Eubacterium.s__Eubacterium_eligens	0.3419029462
PWY-7791: UMP biosynthesis III|g__Blautia.s__Blautia_obeum	0.0000000000
PWY-7791: UMP biosynthesis III|g__Gemmiger.s__Gemmiger_formicilis	0.2358127803
PWY-7791: UMP biosynthesis III|g__Parabacteroides.s__Parabacteroides_merdae	0.4301661677
PWY-7791: UMP biosynthesis III|g__Eggerthella.s__Eggerthella_lenta	0.1648865005
PWY-7791: UMP biosynthesis III|g__Hungatella.s__Hungatella_hathewayi	0.2787893349
PWY-7791: UMP biosynthesis III|g__Oscillibacter.s__Oscillibacter_sp_57_20	0.0834889191
PWY-7791: UMP biosynthesis III|g__Bilophila.s__Bilophila_wadsworthia	0.1083689441
PWY-7791: UMP biosynthesis III|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0.3791735828
PWY-7791: UMP biosynthesis III|g__Asaccharobacter.s__Asaccharobacter_celatus	0.0048664346
PWY-5695: inosine 5'-phosphate degradation	1.0000000000
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_vulgatus	0.8945397563
PWY-5695: inosine 5'-phosphate degradation|unclassified	0.0077471335
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_ovatus	0.0930801461
PWY-5695: inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_uniformis	0.0921659302
PWY-5695: inosine 5'-phosphate degradation|g__Blautia.s__Ruminococcus_torques	0.2377966811
PWY-5695: inosine 5'-phosphate degradation|g__Blautia.s__Blautia_wexlerae	0.0000000000
PWY-5695: inosine 5'-phosphate degradation|g__Dialister.s__Dialister_invisus	0.0334027173
PWY-5695: inosine 5'-phosphate degradation|g__Ruminococcus.s__Ruminococcus_bicirculans	0.5118873335
PWY-5695: inosine 5'-phosphate degradation|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.0461742141
PWY-5695: inosine 5'-phosphate degradation|g__Eubacterium.s__Eubacterium_eligens	0.5645779712
PWY-5695: inosine 5'-phosphate degradation|g__Anaerostipes.s__Anaerostipes_hadrus	0.3367653990
PWY-5695: inosine 5'-phosphate degradation|g__Hungatella.s__Hungatella_hathewayi	0.1471144494
PWY-5695: inosine 5'-phosphate degradation|g__Coprococcus.s__Coprococcus_catus	0.2815500482
PWY-5695: inosine 5'-phosphate degradation|g__Blautia.s__Blautia_obeum	0.0000000000
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	0.0053844610
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0.1204263293
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0.1732199088
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	0.0000000000
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Eggerthella.s__Eggerthella_lenta	0.5616736333
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bilophila.s__Bilophila_wadsworthia	0.3801683047
PWY-6609: adenine and adenosine salvage III	1.0000000000
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_vulgatus	0.5042054512
PWY-6609: adenine and adenosine salvage III|unclassified	0.9996315275
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_ovatus	0.0000000000
PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_uniformis	0.6611479703
PWY-6609: adenine and adenosine salvage III|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83	0.3306926604
